,SCINAME,COMNAME,SVSPP,CRUISE6,CRUISE,STRATUM,TOW,STATION,STATUS_CODE,ID,STATYPE,HAUL,GEARCOND,SHG,TYPE_CODE,TYPE_COMMENT,OPERATION_CODE,OPERATION_COMMENT,GEAR_CODE,GEAR_COMMENT,ACQUISITION_CODE,ACQUISITION_COMMENT,TOGA,AREA,SVVESSEL,CRUNUM,SVGEAR,BEGIN_EST_TOWDATE,BEING_EST_TOWDATE,BEGIN_GMT_TOWDATE,BEGIN_GMT_TOWDATE_1,EST_YEAR,EST_MONTH,EST_DAY,EST_JULIAN_DAY,EST_TIME,GMT_YEAR,GMT_MONTH,GMT_DAY,GMT_JULIAN_DAY,GMT_TIME,TOWDUR,SETDEPTH,ENDDEPTH,MINDEPTH,MAXDEPTH,AVGDEPTH,BEGEKVLOG,ENDEKVLOG,BEGLAT,BEGLON,ENDLAT,ENDLON,DECDEG_BEGLAT,DECDEG_BEGLON,DECDEG_ENDLAT,DECDEG_ENDLON,LORS1,LORE1,LORS2,LORE2,CABLE,PITCH,HEADING,COURSE,RPM,DOPDISTB,DOPDISTW,DESSPEED,GEARID,DOORID,OTHGEAR,AIRTEMP,CLOUD,BAROPRESS,WINDDIR,WINDSP,WEATHER,WAVEHGT,SWELLDIR,SWELLHGT,BKTTEMP,TRASHAMT,TRASHSHL,TRASHBIO,TRASHSUB,XBT,SURFTEMP,SURFSALIN,BOTTEMP,BOTSALIN,FULD,NO_DETAIL_SVSPP,BOTSPEED,WATCH_CHIEF_COMMENTS,STATION_COMMENTS,HABITAT_COMMENTS,EXPCATCHNUM,EXPCATCHWT,SCIENTIFIC_NAME
4106,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,01650,2.0,49.0,10.0,202304016500020049,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,625.0,HB,4.0,10.0,09/13/2023 23:50:59,09/14/2023 00:11:00,09/14/2023 04:50:59,09/14/2023 05:11:00,2023.0,9.0,13.0,2460201.0,23:50:59,2023.0,9.0,14.0,2460202.0,04:50:59,20.01,28.0,29.0,26.0,29.0,28.0,,,3719.87,7507.41,3719.37,7506.36,37.331167,-75.1235,37.322833,-75.106, , , , ,,,115.2,123.0,,1.115,,, , , ,,,,344.8,10.5,,,,,,,,,, ,25.74,31.808,15.98,32.437,,,3.3,,,,188.0,27.375,Prionotus carolinus (northern searobin)
4107,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,01650,6.0,50.0,10.0,202304016500060050,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,625.0,HB,4.0,10.0,09/14/2023 01:48:05,09/14/2023 02:08:06,09/14/2023 06:48:05,09/14/2023 07:08:06,2023.0,9.0,14.0,2460202.0,01:48:05,2023.0,9.0,14.0,2460202.0,06:48:05,20.01,30.0,31.0,29.0,31.0,30.0,,,3716.0,7515.71,3715.22,7516.48,37.266667,-75.261833,37.253667,-75.274667, , , , ,,,224.9,213.0,,1.075,,, , , ,,,,3.2,12.9,,,,,,,,,, ,25.74,31.767,17.74,32.256,,,3.2,,,,61.0,1.52,Prionotus carolinus (northern searobin)
4108,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,01650,3.0,51.0,10.0,202304016500030051,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,625.0,HB,4.0,10.0,09/14/2023 03:46:55,09/14/2023 04:06:58,09/14/2023 08:46:55,09/14/2023 09:06:58,2023.0,9.0,14.0,2460202.0,03:46:55,2023.0,9.0,14.0,2460202.0,08:46:55,20.05,23.0,23.0,22.0,24.0,23.0,,,3714.58,7529.44,3713.8,7530.25,37.243,-75.490667,37.23,-75.504167, , , , ,,,215.7,207.0,,1.164,,, , , ,,,,33.8,13.2,,,,,,,,,, ,25.54,30.339,19.28,32.2,,,3.5,,,,1123.0,28.375,Prionotus carolinus (northern searobin)
4109,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,03380,2.0,52.0,10.0,202304033800020052,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,631.0,HB,4.0,10.0,09/14/2023 07:57:51,09/14/2023 08:17:52,09/14/2023 12:57:51,09/14/2023 13:17:52,2023.0,9.0,14.0,2460202.0,07:57:51,2023.0,9.0,14.0,2460202.0,12:57:51,20.03,21.0,22.0,21.0,24.0,22.0,,,3646.81,7539.67,3647.68,7539.14,36.780167,-75.661167,36.794667,-75.652333, , , , ,,,33.0,21.0,,1.097,,, , , ,,,,20.2,14.3,,,,,,,,,, ,25.6,31.025,22.75,31.783,,,3.3,,Stream net 1250 gmt; Net on deck 1328,,1.0,0.022,Prionotus carolinus (northern searobin)
4110,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,01650,5.0,54.0,10.0,202304016500050054,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,625.0,HB,4.0,10.0,09/16/2023 17:24:19,09/16/2023 17:44:30,09/16/2023 22:24:19,09/16/2023 22:44:30,2023.0,9.0,16.0,2460204.0,17:24:19,2023.0,9.0,16.0,2460204.0,22:24:19,20.18,31.0,32.0,31.0,35.0,33.0,,,3704.84,7518.3,3705.35,7517.25,37.080667,-75.305,37.089167,-75.2875, , , , ,,,52.7,61.0,,1.124,,, , , ,,,,255.9,10.2,,,,,,,,,, ,24.18,31.628,20.21,32.103,,,3.3,,,,9.0,0.23,Prionotus carolinus (northern searobin)
4111,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,01650,1.0,55.0,10.0,202304016500010055,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,625.0,HB,4.0,10.0,09/16/2023 18:55:20,09/16/2023 19:15:26,09/16/2023 23:55:20,09/17/2023 00:15:26,2023.0,9.0,16.0,2460204.0,18:55:20,2023.0,9.0,16.0,2460204.0,23:55:20,20.1,34.0,34.0,33.0,34.0,34.0,,,3704.91,7513.5,3705.17,7512.31,37.081833,-75.225,37.086167,-75.205167, , , , ,,,75.1,76.0,,1.069,,, , , ,,,,270.9,6.7,,,,,,,,,, ,24.35,32.018,20.69,32.108,,,3.2,,,,152.0,6.215,Prionotus carolinus (northern searobin)
4112,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,01650,7.0,56.0,10.0,202304016500070056,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,632.0,HB,4.0,10.0,09/16/2023 21:17:18,09/16/2023 21:37:22,09/17/2023 02:17:18,09/17/2023 02:37:22,2023.0,9.0,16.0,2460204.0,21:17:18,2023.0,9.0,17.0,2460205.0,02:17:18,20.06,47.0,48.0,47.0,49.0,48.0,,,3659.19,7454.99,3658.75,7453.83,36.9865,-74.9165,36.979167,-74.897167, , , , ,,,112.1,124.0,,1.137,,, , , ,,,,222.7,11.7,,,,,,,,,, ,23.94,32.125,14.31,32.657,,,3.4,,,,1.0,0.051,Prionotus carolinus (northern searobin)
4113,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,01610,5.0,65.0,10.0,202304016100050065,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,632.0,HB,4.0,10.0,09/17/2023 18:38:30,09/17/2023 18:58:41,09/17/2023 23:38:30,09/17/2023 23:58:41,2023.0,9.0,17.0,2460205.0,18:38:30,2023.0,9.0,17.0,2460205.0,23:38:30,20.17,35.0,35.0,34.0,35.0,34.0,,,3629.98,7453.68,3629.82,7454.93,36.499667,-74.894667,36.497,-74.9155, , , , ,,,259.3,256.0,,1.08,,, , , ,,,,160.5,11.8,,,,,,,,,, ,24.5,31.754,15.15,32.658,,,3.2,,,,30.0,7.645,Prionotus carolinus (northern searobin)
4114,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,01610,2.0,66.0,10.0,202304016100020066,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,631.0,HB,4.0,10.0,09/17/2023 21:29:25,09/17/2023 21:49:35,09/18/2023 02:29:25,09/18/2023 02:49:35,2023.0,9.0,17.0,2460205.0,21:29:25,2023.0,9.0,18.0,2460206.0,02:29:25,20.17,33.0,31.0,31.0,33.0,32.0,,,3622.21,7514.2,3621.33,7513.61,36.370167,-75.236667,36.3555,-75.226833, , , , ,,,161.0,161.0,,1.162,,, , , ,,,,154.8,15.4,,,,,,,,,, ,24.7,31.923,20.63,32.276,,,3.5,,,,70.0,16.163,Prionotus carolinus (northern searobin)
4115,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,01610,1.0,67.0,10.0,202304016100010067,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,632.0,HB,4.0,10.0,09/17/2023 23:22:37,09/17/2023 23:42:37,09/18/2023 04:22:37,09/18/2023 04:42:37,2023.0,9.0,17.0,2460205.0,23:22:37,2023.0,9.0,18.0,2460206.0,04:22:37,20.01,41.0,42.0,40.0,43.0,42.0,,,3622.03,7459.64,3621.69,7458.5,36.367167,-74.994,36.3615,-74.975, , , , ,,,121.3,108.0,,1.104,,, , , ,,,,162.6,14.4,,,,,,,,,, ,24.16,32.033,18.85,32.726,,,3.3,,,,1.0,0.29,Prionotus carolinus (northern searobin)
4116,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,03440,4.0,76.0,10.0,202304034400040076,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,635.0,HB,4.0,10.0,09/18/2023 18:50:09,09/18/2023 19:10:09,09/18/2023 23:50:09,09/19/2023 00:10:09,2023.0,9.0,18.0,2460206.0,18:50:09,2023.0,9.0,18.0,2460206.0,23:50:09,20.01,24.0,22.0,22.0,24.0,23.0,,,3541.58,7518.29,3541.56,7519.54,35.693,-75.304833,35.692667,-75.325667, , , , ,,,277.3,259.0,,1.056,,, , , ,,,,330.2,14.5,,,,,,,,,, ,25.01,31.589,25.9,33.581,,,3.2,,,,44.0,1.215,Prionotus carolinus (northern searobin)
4117,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,03440,2.0,77.0,10.0,202304034400020077,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,635.0,HB,4.0,10.0,09/18/2023 20:02:54,09/18/2023 20:22:56,09/19/2023 01:02:54,09/19/2023 01:22:56,2023.0,9.0,18.0,2460206.0,20:02:54,2023.0,9.0,19.0,2460207.0,01:02:54,20.04,26.0,26.0,24.0,27.0,25.0,,,3539.79,7521.77,3540.05,7523.0,35.663167,-75.362833,35.6675,-75.383333, , , , ,,,298.4,286.0,,1.112,,, , , ,,,,312.5,7.3,,,,,,,,,, ,25.07,31.659,25.56,33.088,,,3.3,,,,28.0,0.615,Prionotus carolinus (northern searobin)
4118,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,03440,3.0,78.0,10.0,202304034400030078,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,635.0,HB,4.0,10.0,09/18/2023 21:40:49,09/18/2023 22:00:51,09/19/2023 02:40:49,09/19/2023 03:00:51,2023.0,9.0,18.0,2460206.0,21:40:49,2023.0,9.0,19.0,2460207.0,02:40:49,20.03,24.0,25.0,24.0,25.0,24.0,,,3537.71,7517.37,3538.03,7518.56,35.6285,-75.2895,35.633833,-75.309333, , , , ,,,296.4,279.0,,1.122,,, , , ,,,,269.6,4.9,,,,,,,,,, ,24.9,31.995,27.17,34.95,,,3.4,,,,15.0,0.455,Prionotus carolinus (northern searobin)
4119,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,03440,1.0,80.0,10.0,202304034400010080,1.0,1.0,1.0,111.0,1.0,REPEAT,1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,635.0,HB,4.0,10.0,09/19/2023 01:16:34,09/19/2023 01:36:34,09/19/2023 06:16:34,09/19/2023 06:36:34,2023.0,9.0,19.0,2460207.0,01:16:34,2023.0,9.0,19.0,2460207.0,06:16:34,20.0,23.0,23.0,23.0,24.0,23.0,,,3517.06,7519.4,3517.96,7519.83,35.284333,-75.323333,35.299333,-75.3305, , , , ,,,341.3,327.0,,1.067,,, , , ,,,,305.0,7.6,,,,,,,,,, ,,,,,,,3.2,,,,9.0,0.226,Prionotus carolinus (northern searobin)
4120,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,08500,2.0,81.0,10.0,202304085000020081,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,635.0,HB,4.0,10.0,09/19/2023 03:32:34,09/19/2023 03:52:34,09/19/2023 08:32:34,09/19/2023 08:52:34,2023.0,9.0,19.0,2460207.0,03:32:34,2023.0,9.0,19.0,2460207.0,08:32:34,20.0,44.0,45.0,44.0,45.0,45.0,,,3506.43,7518.61,3507.01,7517.64,35.107167,-75.310167,35.116833,-75.294, , , , ,,,51.7,51.0,,1.11,,, , , ,,,,304.7,11.9,,,,,,,,,, ,28.14,35.868,23.48,36.381,,,3.3,,,,1.0,0.044,Prionotus carolinus (northern searobin)
4121,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,07520,2.0,82.0,10.0,202304075200020082,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,702.0,HB,4.0,10.0,09/19/2023 07:22:53,09/19/2023 07:42:53,09/19/2023 12:22:53,09/19/2023 12:42:53,2023.0,9.0,19.0,2460207.0,07:22:53,2023.0,9.0,19.0,2460207.0,12:22:53,19.99,23.0,25.0,23.0,25.0,24.0,,,3457.42,7549.09,3457.25,7547.84,34.957,-75.818167,34.954167,-75.797333, , , , ,,,97.0,96.0,,1.106,,, , , ,,,,312.0,11.8,,,,,,,,,, ,26.59,35.81,26.6,35.812,,,3.3,,stream 1210; TrawlWinchMode was not set to AutoTrawl prior to Start Trawl. Value:0,,1.0,0.033,Prionotus carolinus (northern searobin)
4122,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,03410,3.0,97.0,10.0,202304034100030097,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,635.0,HB,4.0,10.0,09/20/2023 21:08:20,09/20/2023 21:28:24,09/21/2023 02:08:20,09/21/2023 02:28:24,2023.0,9.0,20.0,2460208.0,21:08:20,2023.0,9.0,21.0,2460209.0,02:08:20,20.07,26.0,25.0,25.0,27.0,26.0,,,3554.43,7520.36,3553.44,7520.66,35.907167,-75.339333,35.890667,-75.344333, , , , ,,,192.5,196.0,,1.101,,, , , ,,,,119.0,8.6,,,,,,,,,, ,24.57,31.654,24.42,32.29,,,3.3,,,,14.0,0.472,Prionotus carolinus (northern searobin)
4123,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,03410,1.0,98.0,10.0,202304034100010098,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,635.0,HB,4.0,10.0,09/20/2023 22:37:48,09/20/2023 22:57:50,09/21/2023 03:37:48,09/21/2023 03:57:50,2023.0,9.0,20.0,2460208.0,22:37:48,2023.0,9.0,21.0,2460209.0,03:37:48,20.02,26.0,26.0,24.0,26.0,26.0,,,3552.75,7525.65,3553.62,7526.18,35.879167,-75.4275,35.893667,-75.436333, , , , ,,,328.0,323.0,,1.064,,, , , ,,,,127.4,4.1,,,,,,,,,, ,24.53,31.302,24.4,32.191,,,3.2,,,,91.0,2.797,Prionotus carolinus (northern searobin)
4124,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,03410,5.0,99.0,10.0,202304034100050099,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,635.0,HB,4.0,10.0,09/21/2023 00:21:27,09/21/2023 00:41:27,09/21/2023 05:21:27,09/21/2023 05:41:27,2023.0,9.0,21.0,2460209.0,00:21:27,2023.0,9.0,21.0,2460209.0,05:21:27,20.0,23.0,25.0,23.0,25.0,24.0,,,3559.91,7523.03,3600.89,7523.18,35.9985,-75.383833,36.014833,-75.386333, , , , ,,,348.3,352.0,,1.038,,, , , ,,,,114.0,4.4,,,,,,,,,, ,24.33,30.741,24.31,32.018,,,3.1,,,,12.0,0.573,Prionotus carolinus (northern searobin)
4125,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,01610,3.0,100.0,10.0,202304016100030100,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,631.0,HB,4.0,10.0,09/21/2023 02:49:06,09/21/2023 03:09:07,09/21/2023 07:49:06,09/21/2023 08:09:07,2023.0,9.0,21.0,2460209.0,02:49:06,2023.0,9.0,21.0,2460209.0,07:49:06,20.01,36.0,41.0,34.0,41.0,36.0,,,3607.57,7508.61,3608.23,7507.74,36.126167,-75.1435,36.137167,-75.129, , , , ,,,42.8,50.0,,1.108,,, , , ,,,,86.7,3.7,,,,,,,,,, ,24.24,32.162,23.86,32.805,,,3.3,,,,16.0,0.147,Prionotus carolinus (northern searobin)
4126,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,03410,2.0,101.0,10.0,202304034100020101,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,631.0,HB,4.0,10.0,09/21/2023 06:39:02,09/21/2023 06:59:03,09/21/2023 11:39:02,09/21/2023 11:59:03,2023.0,9.0,21.0,2460209.0,06:39:02,2023.0,9.0,21.0,2460209.0,11:39:02,20.01,23.0,23.0,22.0,23.0,23.0,,,3615.97,7539.66,3616.93,7539.58,36.266167,-75.661,36.282167,-75.659667, , , , ,,,6.9,4.0,,0.992,,, , , ,,,,12.0,8.0,,,,,,,,,, ,23.86,30.159,24.1,31.553,,,3.0,,,,1.0,0.107,Prionotus carolinus (northern searobin)
4127,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,03320,1.0,107.0,10.0,202304033200010107,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,625.0,HB,4.0,10.0,09/21/2023 20:18:07,09/21/2023 20:38:10,09/22/2023 01:18:07,09/22/2023 01:38:10,2023.0,9.0,21.0,2460209.0,20:18:07,2023.0,9.0,22.0,2460210.0,01:18:07,20.05,24.0,24.0,24.0,25.0,24.0,,,3742.52,7515.08,3743.02,7513.99,37.708667,-75.251333,37.717,-75.233167, , , , ,,,59.8,63.0,,1.125,,, , , ,,,,41.1,15.6,,,,,,,,,, ,23.86,31.789,23.85,31.787,,,3.4,,Crane secured at 2152.,,1.0,0.029,Prionotus carolinus (northern searobin)
4128,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,03320,3.0,108.0,10.0,202304033200030108,1.0,3.0,6.0,136.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,2.0,Obstruction in/on gear not significant,1.0,No Data Acq. Errors,1121.0,625.0,HB,4.0,10.0,09/21/2023 22:05:59,09/21/2023 22:26:04,09/22/2023 03:05:59,09/22/2023 03:26:04,2023.0,9.0,21.0,2460209.0,22:05:59,2023.0,9.0,22.0,2460210.0,03:05:59,20.09,27.0,27.0,26.0,27.0,27.0,,,3750.68,7506.38,3751.37,7505.46,37.844667,-75.106333,37.856167,-75.091, , , , ,,,47.0,35.0,,1.131,,, , , ,,,,73.1,16.4,,,,,,,,,, ,23.4,31.471,23.34,31.467,,,3.4,,,,1.0,0.03,Prionotus carolinus (northern searobin)
4129,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,03320,2.0,109.0,10.0,202304033200020109,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,625.0,HB,4.0,10.0,09/22/2023 00:06:18,09/22/2023 00:26:20,09/22/2023 05:06:18,09/22/2023 05:26:20,2023.0,9.0,22.0,2460210.0,00:06:18,2023.0,9.0,22.0,2460210.0,05:06:18,20.05,23.0,25.0,22.0,25.0,23.0,,,3754.94,7504.75,3755.65,7503.89,37.915667,-75.079167,37.9275,-75.064833, , , , ,,,51.2,45.0,,1.111,,, , , ,,,,60.5,16.8,,,,,,,,,, ,23.32,31.466,23.33,31.466,,,3.3,,,,22.0,0.495,Prionotus carolinus (northern searobin)
4130,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,03290,3.0,110.0,10.0,202304032900030110,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,621.0,HB,4.0,10.0,09/22/2023 01:56:28,09/22/2023 02:16:36,09/22/2023 06:56:28,09/22/2023 07:16:36,2023.0,9.0,22.0,2460210.0,01:56:28,2023.0,9.0,22.0,2460210.0,06:56:28,20.14,23.0,23.0,22.0,24.0,23.0,,,3804.42,7457.68,3805.37,7457.29,38.073667,-74.961333,38.0895,-74.954833, , , , ,,,19.3,8.0,,1.092,,, , , ,,,,46.8,16.5,,,,,,,,,, ,23.14,31.44,23.15,31.44,,,3.3,,hit hang instead of haulback,,44.0,1.34,Prionotus carolinus (northern searobin)
4131,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,03290,1.0,111.0,10.0,202304032900010111,1.0,3.0,6.0,136.0,1.0,"RANDOM, within 1nm radius",2.0,"WSmean outside opt, within tol",2.0,Obstruction in/on gear not significant,1.0,No Data Acq. Errors,1221.0,621.0,HB,4.0,10.0,09/22/2023 03:51:05,09/22/2023 04:11:05,09/22/2023 08:51:05,09/22/2023 09:11:05,2023.0,9.0,22.0,2460210.0,03:51:05,2023.0,9.0,22.0,2460210.0,08:51:05,20.0,23.0,22.0,22.0,23.0,23.0,,,3813.65,7457.05,3814.38,7456.23,38.2275,-74.950833,38.239667,-74.937167, , , , ,,,36.3,40.0,,1.084,,, , , ,,,,66.3,11.8,,,,,,,,,, ,23.07,30.957,23.1,31.094,,,3.3,,,,29.0,1.24,Prionotus carolinus (northern searobin)
4132,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,03290,2.0,112.0,10.0,202304032900020112,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,621.0,HB,4.0,10.0,09/22/2023 06:53:04,09/22/2023 07:13:06,09/22/2023 11:53:04,09/22/2023 12:13:06,2023.0,9.0,22.0,2460210.0,06:53:04,2023.0,9.0,22.0,2460210.0,11:53:04,20.03,19.0,22.0,19.0,22.0,20.0,,,3825.01,7451.0,3825.61,7450.02,38.416833,-74.85,38.426833,-74.833667, , , , ,,,51.6,39.0,,1.113,,, , , ,,,,68.1,22.4,,,,,,,,,, ,22.91,31.056,22.93,31.07,,,3.3,,,,9.0,0.229,Prionotus carolinus (northern searobin)
4133,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,03260,2.0,113.0,10.0,202304032600020113,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,621.0,HB,4.0,10.0,09/24/2023 12:41:42,09/24/2023 13:01:43,09/24/2023 17:41:42,09/24/2023 18:01:43,2023.0,9.0,24.0,2460212.0,12:41:42,2023.0,9.0,24.0,2460212.0,17:41:42,20.02,23.0,22.0,21.0,23.0,22.0,,,3833.58,7452.73,3832.64,7452.38,38.559667,-74.878833,38.544,-74.873, , , , ,,,159.6,143.0,,1.08,,, , , ,,,,195.8,19.3,,,,,,,,,, ,22.1,31.021,22.1,31.021,,,3.2,,,,4.0,0.061,Prionotus carolinus (northern searobin)
4134,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,03260,3.0,115.0,10.0,202304032600030115,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"WSmean outside opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,621.0,HB,4.0,10.0,09/24/2023 17:05:26,09/24/2023 17:25:25,09/24/2023 22:05:26,09/24/2023 22:25:25,2023.0,9.0,24.0,2460212.0,17:05:26,2023.0,9.0,24.0,2460212.0,22:05:26,19.98,18.0,18.0,17.0,19.0,18.0,,,3846.7,7448.47,3845.89,7449.18,38.778333,-74.807833,38.764833,-74.819667, , , , ,,,222.7,216.0,,1.124,,, , , ,,,,193.1,11.6,,,,,,,,,, ,21.57,30.783,21.57,30.783,,,3.4,,,,4.0,0.216,Prionotus carolinus (northern searobin)
4135,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,171,202304.0,202304.0,03230,1.0,116.0,10.0,202304032300010116,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,614.0,HB,4.0,10.0,09/24/2023 21:05:46,09/24/2023 21:25:48,09/25/2023 02:05:46,09/25/2023 02:25:48,2023.0,9.0,24.0,2460212.0,21:05:46,2023.0,9.0,25.0,2460213.0,02:05:46,20.03,28.0,30.0,27.0,30.0,28.0,,,3905.19,7421.19,3904.46,7422.06,39.0865,-74.353167,39.074333,-74.367667, , , , ,,,213.1,203.0,,1.136,,, , , ,,,,240.5,13.4,,,,,,,,,, ,20.3,31.774,20.01,31.893,,,3.4,,,,84.0,6.538,Prionotus carolinus (northern searobin)
